Gemeentecode;Wijkcode;Regionaam;Gemiddeld persoonlijk inkomen per inwoner (x 1000 euro);40 procent huishoudens met laagste besteedbaar inkomen;20 procent huishoudens met hoogste besteedbaar inkomen
;WK071801;Binnenstad;25,3;63;7
;WK071802;Middengebied;22,5;58,2;8,2
;WK071803;Paauwenburg - Westduin;27,4;37,3;17,3
;WK071804;Lammerenburg;26,3;29,4;21,3
;WK071805;Oost-Souburg;23,4;38,3;12,4
;WK071806;Ritthem e.o.;27,9;26,1;24,3
;WK071807;Binnen- en Buitenhavens;.;.;.
;WK071808;Sloegebied;.;.;.
GM0736;Totaal;De Ronde Venen;32;28,4;31,2
;WK073601;Mijdrecht;28,5;32,1;24,6
;WK073602;de Hoef;34,5;18,1;36,4
;WK073603;Amstelhoek;32,5;24,8;29,4
;WK073604;Vinkeveen;32,1;29,4;30,6
;WK073605;Waverveen;29,8;26,2;37,7
;WK073606;Wilnis;30,2;26,5;31,6
;WK073607;Abcoude;39,2;23,1;43,7
;WK073608;Baambrugge;37,9;25,1;38,4
GM0737;Totaal;Tytsjerksteradiel;23,9;34,2;17,8
;WK073700;Wijk 00 Burgum;23,1;39;15,3
;WK073701;Wijk 01 Aldtsjerk;26;36,4;19,6
;WK073702;Wijk 02 Mûnein;24,5;30,9;18,8
;WK073703;Wijk 03 Ryptsjerk;24,8;31;23,6
;WK073704;Wijk 04 Tytsjerk;25,7;23,6;23,7
;WK073705;Wijk 05 Earnewâld;23,5;32,2;20
;WK073706;Wijk 06 Sumar;22,1;32,7;15,1
;WK073707;Wijk 07 Eastermar;23,1;33,1;20,1
;WK073708;Wijk 08 Noordburgum;23;30,5;18,6
;WK073709;Wijk 09 Hurdegaryp;24,1;33,5;16
GM0743;Totaal;Asten;25,8;34,4;22,6
;WK074301;Asten industrie noord;30,3;.;.
;WK074302;Asten buitengebied oost;28,1;30,2;42
;WK074303;Asten noord;22,2;36,6;16
;WK074304;Asten oost;25,2;37,5;20,3
;WK074305;Asten zuid;26,7;27,6;23,5
;WK074306;Asten centrum / west;28;38,5;19,5
;WK074307;Asten buitengebied west;28,9;21,6;46,6
;WK074308;Heusden wonen;25,5;32;28,5
;WK074309;Heusden recreatie;.;.;.
;WK074310;Ommel wonen;26,5;32,9;29
;WK074311;Ommel recreatie;20,1;64,6;3,5
GM0744;Totaal;Baarle-Nassau;26,2;36,6;22,4
;WK074401;Baarle-Nassau;26;38;20,7
;WK074402;Ulicoten;27,5;29,7;31,8
;WK074403;Castelré;27,2;.;.
GM0748;Totaal;Bergen op Zoom;26,3;39,2;18,8
;WK074800;Wijk 00 Bergen op Zoom-Oude stad e.o.;27;48,3;13,1
;WK074801;Wijk 01 Bergen op Zoom-Noord;27;34,3;20,2
;WK074802;Wijk 02 Bergen op Zoom-Oost;21,6;48,4;12,4
;WK074803;Wijk 03 Bergen op Zoom-West;31,3;23,1;33,4
;WK074804;Wijk 04 Halsteren;28,3;29,1;24,9
;WK074805;Wijk 05 Lepelstraat;26,4;32;20,4
GM0753;Totaal;Best;29,5;29,4;27,3
;WK075300;Wijk 00 Best;29,5;29,4;27,3
GM0755;Totaal;Boekel;25,2;27,6;26,6
;WK075500;Wijk 00 Boekel;25,2;28,7;25,5
;WK075501;Wijk 01 Venhorst;25,1;21,8;32,2
GM0757;Totaal;Boxtel;26,6;36,1;21,1
;WK075700;Wijk 00 Boxtel;25,9;39,4;17,9
;WK075701;Wijk 01 Lennisheuvel;29,4;19,3;39,1
;WK075702;Wijk 02 Liempde;28,1;25,6;31,7
;WK075730;Esch;27,6;26,4;28,6
;WK075731;Verspr huizen Esch;37,4;19,6;37,3
GM0758;Totaal;Breda;28,8;42;20,9
;WK075800;Breda centrum;30,3;61,1;10,3
;WK075801;Breda noord;22,1;53,1;11,2
;WK075802;Breda oost;29,6;44,6;20,9
;WK075803;Breda zuid-oost;33,1;33,5;27
;WK075804;Breda zuid;36,3;32,9;32
;WK075805;Breda west;25,6;49,4;15,7
;WK075806;Breda noord-west;27,3;32,2;22,1
;WK075807;Bavel;34,5;22,6;38,6
;WK075808;Ulvenhout;34,1;25,1;36,7
;WK075809;Prinsenbeek;30,9;22,8;32,5
;WK075810;Teteringen;32,4;22,9;36,5
GM0762;Totaal;Deurne;25,9;34,3;21,3
;WK076200;Wijk 00 Deurne;25,7;35,2;20,3
;WK076201;Wijk 01 Vlierden;29,9;19,6;36,5
;WK076202;Wijk 02 Liessel;24,8;33,9;20,7
;WK076203;Wijk 03 Neerkant;25,4;29,5;25,2
;WK076204;Wijk 04 Helenaveen;28,2;37,5;22,9
GM0765;Totaal;Pekela;21;47,2;9,8
;WK076500;Wijk 00;20,6;49,1;9,1
;WK076501;Wijk 01;21,7;44;11
GM0766;Totaal;Dongen;26,6;31,7;22,3
;WK076601;Dongen;26,4;32,1;21,8
;WK076602;'s Gravenmoer;29,3;28,2;27,8
GM0770;Totaal;Eersel;29,3;27,6;28,3
;WK077000;Eersel;28,8;31,4;25,7
;WK077001;Duizel;29;21,9;30,2
;WK077002;Steensel;30,8;21,3;28,5
;WK077003;Vessem;30,2;25;32,9
;WK077004;Wintelre;27,9;22,2;31,6
;WK077005;Knegsel;32,5;23,5;34,6
GM0772;Totaal;Eindhoven;27,6;48,4;15,9
;WK077211;Centrum;35;58,3;12
;WK077221;Oud-Stratum;32,4;52,4;16,9
;WK077222;Kortonjo;31,7;40,9;25,1
;WK077223;Putten;27,3;47,6;17,6
;WK077231;De Laak;32,3;49,6;20,2
;WK077232;Doornakkers;22,5;55,7;10,5
;WK077233;Oud-Tongelre;28,8;46,1;15,9
;WK077241;Oud-Woensel;24,2;66,5;7
;WK077242;Erp;23,1;61,5;8,2
;WK077243;Begijnenbroek;26;50,2;11,6
;WK077251;Ontginning;23,6;53,7;10,7
;WK077252;Achtse Molen;30,1;25,4;26,3
;WK077253;Aanschot;28,1;31,8;26,3
;WK077254;Dommelbeemd;24,5;45;14,3
;WK077261;Oud-Strijp;30,6;52;14,1
;WK077262;Halve Maan;24,9;53,1;12,6
;WK077263;Meerhoven;32,6;19,4;36,4
;WK077271;Rozenknopje;30,4;52,7;16,6
;WK077272;Oud-Gestel;23;59,6;7,7
;WK077273;Gestelse Ontginning;28,4;34,8;21,1
GM0777;Totaal;Etten-Leur;26,7;33,5;21,5
;WK077700;Midden woongebied;25,6;40,4;16,5
;WK077701;Midden Bedrijventerrein;.;.;.
;WK077702;Midden landelijk gebied;37,6;.;.
;WK077710;Noord woongebied;27,1;30;24,4
;WK077711;Noord bedrijventerrein;.;.;.
;WK077712;Noord landelijk gebied;30,7;17,9;45,5
;WK077720;Zuid woongebied;26;34,6;18,4
;WK077721;Zuid bedrijventerrein West;30,3;.;.
;WK077722;Zuid bedrijventerrein Oost;.;.;.
;WK077723;Zuid landelijk gebied;30;22,5;37,4
GM0779;Totaal;Geertruidenberg;26,8;33,8;20,9
;WK077900;Wijk 00 Raamsdonksveer;26,7;33,7;21
;WK077901;Wijk 01 Raamsdonk;28,1;27,9;30,7
;WK077902;Wijk 02 Geertruidenberg;26,6;35,7;18
GM0784;Totaal;Gilze en Rijen;26,4;33,7;21,8
;WK078401;Rijen;26;34,1;20,5
;WK078402;Gilze;26,5;34,4;22,4
;WK078403;Hulten;37,3;12,8;55
;WK078404;Molenschot;28,2;30,7;27,4
GM0785;Totaal;Goirle;27,9;29;25,4
;WK078501;Wijk 01 Goirle-Centrum;26,1;47,7;12,6
;WK078502;Wijk 02 Grobbendonck;27,2;21;26,4
;WK078503;Wijk 03 De Groote Akkers;28,6;25,6;26,8
;WK078504;Wijk 04 De Hoge Wal;27,3;15,8;37,9
;WK078505;Wijk 05 Abcoven;26,8;43,1;15,5
;WK078506;Wijk 06 Wildackers;24,6;40,8;16,6
;WK078507;Wijk 07 't Ven;30,4;22,6;31,8
;WK078508;Wijk 08 De Boschkens;33,7;16,6;37,6
;WK078509;Wijk 09 De Hellen;28;22,1;25,3
;WK078510;Wijk 10 De Nieuwe Erven;31,7;19,5;38,3
;WK078511;Wijk 11 Hoogeind;22,6;49,8;13,7
;WK078512;Wijk 12 Sportpark Van den Wildenberg;.;.;.
;WK078513;Wijk 13 Bedrijventerrein Tijvoort;27,8;.;.
;WK078514;Wijk 14 Verspreide huizen Goirle;28,7;18,4;49,5
;WK078520;Wijk 20 Riel;29,1;21,7;31,2
;WK078521;Wijk 21 Bedrijventerrein Riel;32,6;.;.
;WK078522;Wijk 22 Sportpark De Krim;.;.;.
;WK078523;Wijk 23 Verspriede huizen Riel;26,4;.;.
GM0794;Totaal;Helmond;25;41,6;17,3
;WK079410;Wijk 10 Binnenstad;21,6;60,5;6,6
;WK079411;Wijk 11 Helmond-Oost;19,7;59,7;5,9
;WK079412;Wijk 12 Helmond-Noord;20,2;49,8;8,4
;WK079413;Wijk 13 't Hout;25;33,5;18,4
;WK079414;Wijk 14 Brouwhuis;24,2;37,5;16,5
;WK079415;Wijk 15 Helmond-West;20,7;56,7;8,7
;WK079416;Wijk 16 Warande;36,9;18,1;37,6
;WK079417;Wijk 17 Stiphout;32,8;23,8;33,5
;WK079418;Wijk 18 Rijpelberg;23,6;35,7;12,3
;WK079419;Wijk 19 Dierdonk;33,1;7,8;49,8
;WK079421;Wijk 21 Brandevoort;31,8;17,2;41,2
;WK079429;Wijk 29 Industriegebied Zuid;22;39;22,8
GM0796;Totaal;'s-Hertogenbosch;29;39,8;21,8
;WK079601;Binnenstad;36,3;53,5;15,9
;WK079602;Zuidoost;27,9;47,9;15
;WK079603;Graafsepoort;25,8;48,4;15
;WK079604;Muntel / Vliert;30,5;48,5;19,7
;WK079605;Rosmalen-Zuid;33,6;21,4;35,8
;WK079606;Rosmalen-Noord;29,3;27,7;28,4
;WK079607;De Groote Wielen;31,9;19,8;43,6
;WK079608;Empel;31,5;18,2;42,1
;WK079609;Noord;23,6;47,7;14,5
;WK079610;Maaspoort;29,6;27,2;26,3
;WK079611;West;26;48,1;13,1
;WK079612;Engelen;35,6;13,9;45,4
;WK079613;Nuland;28,4;25,4;31,5
;WK079614;Vinkel;27,4;31;28,6
GM0797;Totaal;Heusden;27,3;31,6;24,5
;WK079701;Wijk 01 Drunen;26,9;30,8;23
;WK079702;Wijk 02 Elshout;27,5;24,7;32,8
;WK079703;Wijk 03 Haarsteeg;27,6;24,4;37
;WK079704;Wijk 04 Nieuwkuijk;29;30,8;29,8
;WK079705;Wijk 05 Vlijmen;27,7;32,6;24,1
;WK079706;Wijk 06 Doeveren;.;.;.
;WK079707;Wijk 07 Hedikthuizen;31,5;23,8;43,8
;WK079708;Wijk 08 Heesbeen;42,9;.;.
;WK079709;Wijk 09 Herpt;31,7;21,2;35,9
;WK079710;Wijk 10 Heusden;29,9;45,8;19,7
;WK079711;Wijk 11 Oudheusden;22,1;37,3;14,9
GM0798;Totaal;Hilvarenbeek;28,7;27,3;29,6
;WK079800;Wijk 00 Hilvarenbeek;28,9;29,7;28,4
;WK079801;Wijk 01 Esbeek;29,3;20,3;35,1
;WK079802;Wijk 02 Biest-Houtakker;30,4;22,7;38,2
;WK079803;Wijk 03 Diessen;27,8;26,2;27,4
;WK079804;Wijk 04 Haghorst;28,2;20,5;35,7
GM0809;Totaal;Loon op Zand;26,8;32,9;21,9
;WK080910;Wijk 10 Kaatsheuvel-West;25,2;35,9;19,3
;WK080920;Wijk 20 Kaatsheuvel-Oost;27,5;32,8;22,1
;WK080930;Wijk 30 Loon op Zand;28,6;29,3;24,5
;WK080940;Wijk 40 De Moer;29,5;21,2;37,3
GM0820;Totaal;Nuenen, Gerwen en Nederwetten;31,4;25,4;29,5
;WK082000;Wijk 00 Nuenen;31,6;25,7;28,9
;WK082001;Wijk 01 Gerwen;29,4;23,4;33,3
;WK082002;Wijk 02 Nederwetten;31,2;22;35,1
GM0823;Totaal;Oirschot;28,8;27;30,1
;WK082300;Wijk 00 Oirschot;28,9;29,1;28
;WK082301;Wijk 01 Spoordonk;30;26,8;35
;WK082302;Wijk 02 Middelbeers en Westelbeers;28,1;22,9;33
;WK082303;Wijk 03 Oostelbeers;27,8;22,4;31,2
GM0824;Totaal;Oisterwijk;30,3;30,2;28
;WK082401;Verspr.h. westen en noorden Moerg.;31,7;32,7;40,2
;WK082402;Pannenschuur;27,7;31,8;24,9
;WK082403;Heukelom;24,3;.;.
;WK082404;Buitengebied (Zuid);31,1;35,4;31,1
;WK082405;Omgeving Vinkenberg / Heuvelstraat;29;.;.
;WK082406;Omgeving George Perklaan;42,3;.;.
;WK082407;Centrum Moergestel;29,1;25,9;28,5
;WK082408;'t Westend / 't Seuverick;24,1;37,1;17,8
;WK082409;Bunders / Levenskerk;40,1;17;44,6
;WK082410;Buitengebied Kerkhoven;31;.;.
;WK082411;Waterhoef / Klompven;28,5;37,8;23
;WK082412;Omgeving Industrieterr. Kerckhoven Laara;37,4;.;.
;WK082413;Centrum Oisterwijk;30,9;46,2;15,1
;WK082414;Verspr.h. oosten en zuiden Moerg.;39,2;15,8;46
;WK082415;Omgeving Broekzijde;27,2;.;.
;WK082416;Buitengebied Pannenschuur;.;.;.
;WK082417;Buitengebied Laarakkers;.;.;.
;WK082418;KVL;33,6;12,3;42,5
;WK082419;Sportpark Den Donk e.o.;.;.;.
;WK082420;Haaren;29,8;28,6;28,9
GM0826;Totaal;Oosterhout;27,1;35,9;20,3
;WK082600;Wijk 00 Oosterhout-Centrum;26,9;51,7;10,8
;WK082601;Wijk 01 Slotjes;25,8;43,9;13,7
;WK082602;Wijk 02 West;29;27,7;26,1
;WK082603;Wijk 03 Strijen;24,3;34,7;17,5
;WK082604;Wijk 04 Leijsenakkers;32;20,5;28,4
;WK082605;Wijk 05 Oosterheide;22,9;47,8;13
;WK082606;Wijk 06 Dommelbergen;26,6;30,1;20,6
;WK082607;Wijk 07 Vrachelen;32,3;20,3;34,2
;WK082608;Wijk 08 Industrieterrein Zuid;26,1;.;.
;WK082609;Wijk 09 Industrieterrein Noord;.;.;.
;WK082610;Wijk 10 Buitengebied Oosterhout;32,3;.;.
;WK082611;Wijk 11 Den Hout;30,9;18,4;43,3
;WK082612;Wijk 12 Oosteind;29,9;20,7;35,9
;WK082613;Wijk 13 Dorst;29,9;27;32,2
GM0828;Totaal;Oss;26,1;36,5;20,2
;WK082800;Centrum;24,7;60,8;8
;WK082801;Schadewijk;23,6;47;12,5
;WK082802;Industrieterreinen-Zuid;25,7;23,9;34,8
;WK082803;Oss-Zuid;27,8;39,6;18,2
;WK082804;Krinkelhoek;26,3;31,2;23,9
;WK082805;Industrieterreinen-Noord;28;.;.
;WK082806;Ruwaard;23,4;42,8;12,3
;WK082807;Ussen;27,2;29,9;20,8
;WK082808;Buitengebied-Noord;24,2;24,1;49,1
;WK082809;Buitengebied-Zuid;37,2;22,6;44,3
;WK082810;Berghem;27,2;24;28,6
;WK082811;Haren;28;24,6;34
;WK082812;Macharen;26,4;28,8;25,8
;WK082813;Megen;27;31,3;25,6
;WK082814;Ravenstein;27,7;34,5;23,4
;WK082815;Herpen;26;33,9;24,4
;WK082816;Overlangel;31,3;24,4;38,5
;WK082817;Deursen en Dennenburg;29,2;23,1;35,1
;WK082818;Lith;26,3;27,2;25,9
;WK082819;Lithoijen;29,2;16,6;42,1
;WK082820;Oijen;27;28,7;30,8
;WK082821;Maren-Kessel;29,2;27,5;28,4
;WK082822;Geffen;27,4;29;28,6
GM0840;Totaal;Rucphen;25,3;35,8;20,3
;WK084000;Wijk 00 Rucphen;26,5;32,2;23,5
;WK084001;Wijk 01 Sint Willebrord;24;39,6;15,8
;WK084002;Wijk 02 Sprundel;25,8;34;22,7
;WK084003;Wijk 03 Schijf;26,6;31,4;28,1
;WK084004;Wijk 04 Zegge;26,5;34,2;21,9
GM0845;Totaal;Sint-Michielsgestel;29,3;27,6;31
;WK084500;Wijk 00 Sint-Michielsgestel;30;29,8;28,7
;WK084501;Wijk 01 Gemonde;29,1;22,8;37,7
;WK084502;Wijk 02 Den Dungen;28,6;27,4;32,5
;WK084503;Wijk 03 Berlicum;29,1;28;30,5
;WK084504;Wijk 04 Middelrode;28,6;20,5;34,2
GM0847;Totaal;Someren;26;32,6;23,2
;WK084700;Wijk 00 Someren;25,6;34,9;20,9
;WK084701;Wijk 01 Lierop;28,6;24,7;30,2
;WK084702;Wijk 02 Someren-Eind;25,5;31,2;24,1
;WK084703;Wijk 03 Somerense Heide;26,4;25,7;31,6
;WK084709;Wijk 09;.;.;.
GM0848;Totaal;Son en Breugel;31;24,9;29,2
;WK084800;Wijk 00 Son;32,8;24,3;32,5
;WK084801;Wijk 01 Breugel;26,3;26,5;20,7
GM0851;Totaal;Steenbergen;26,2;41,2;18,9
;WK085100;Wijk 00 Steenbergen;25,6;46,5;16,5
;WK085101;Wijk 01 Kruisland;28,7;28,1;26,4
;WK085102;Wijk 02 De Heen;25,8;32,7;25
;WK085103;Wijk 03 Dinteloord;26;36,1;20,2
;WK085104;Wijk 04 Nieuw-Vossemeer;27,2;33,1;23
GM0852;Totaal;Waterland;31;28,4;30,1
;WK085200;Wijk 00 Monnickendam;29,1;30,4;26,9
;WK085201;Wijk 01 Katwoude;36,8;21,1;50
;WK085202;Wijk 02 Marken;29,6;30,2;26,3
;WK085203;Wijk 03 Broek in Waterland;36,2;22,9;38,4
;WK085204;Wijk 04 Ilpendam;31,1;27,5;30,9
;WK085205;Wijk 05 Watergang;34,6;22,1;41,8
GM0855;Totaal;Tilburg;24,9;48,4;15
;WK085510;Binnenstad;26,9;68,4;7,1
;WK085511;Hoogvenne;28,9;50;17,1
;WK085512;Armhoef;31,6;26,6;31,3
;WK085513;Jeruzalem;23,6;53,1;14,6
;WK085514;Fatima;25,5;44,8;12,1
;WK085515;Broekhoven;21,5;64,3;6,7
;WK085516;Oerle;21,6;64,1;6,6
;WK085517;Korvel;22,6;58,6;7,1
;WK085518;Trouwlaan - Uitvindersbuurt;21,6;68,6;4,8
;WK085519;Sint Anna;24,1;63,8;7,9
;WK085520;Noordhoek;27,9;57;11,6
;WK085521;Spoorzone Zuid;19,7;83,7;2,7
;WK085522;Bouwmeester;24,1;55;10,3
;WK085523;De Hasselt;21,3;57,4;7,8
;WK085524;Het Goirke;23,2;60,4;8
;WK085525;Groeseind-Hoefstraat;23,5;51,8;8,5
;WK085526;Loven-Besterd;23,7;60,6;8,9
;WK085527;Theresia;24,4;61,5;9,6
;WK085528;Spoorzone Noord;36,5;45,9;9,8
;WK085529;Kanaalzone;22,1;56,1;8,6
;WK085530;Moerenburg;.;.;.
;WK085531;De Leij;30,7;44,3;9,5
;WK085532;Groenewoud;19,5;54,8;7,7
;WK085533;Stappegoor;32,2;26,5;32
;WK085534;Bedrijventerrein Het Laar;45,7;.;.
;WK085535;De Blaak;35,4;10,9;41,7
;WK085536;Zorgvlied;30,2;36,8;30,8
;WK085537;De Reit;24;63,4;8,9
;WK085538;Het Zand;20,4;65,1;5,9
;WK085539;Wandelbos Noord;16,9;67,2;5,1
;WK085540;Wandelbos Zuid;29,7;38,2;19
;WK085541;De Oude Warande;.;.;.
;WK085542;Stokhasselt;17,4;56;8,7
;WK085543;Heikant;19,5;56,7;7,4
;WK085544;Quirijnstok;25,2;35,1;15,4
;WK085545;Ind.terrein Loven;26,3;32,5;19,5
;WK085546;Bosscheweg;37,7;.;.
;WK085547;Gesworen Hoek;22,1;41,7;10,5
;WK085548;Huibeven;26,9;19,8;26,1
;WK085549;Campenhoef;28,4;25,9;25,7
;WK085550;Heyhoef;20,9;86;0
;WK085551;Heerevelden;28,3;17,7;29,3
;WK085552;Dongewijk;27,3;25,7;28,1
;WK085553;Tuindorp De Kievit;28,1;20,8;29,9
;WK085554;Leeuwerik;28,9;13,8;34,7
;WK085555;Dalem Noord;26,1;19,3;27,6
;WK085556;Dalem Zuid;26,6;22,5;28,9
;WK085557;Koolhoven;28,8;13,7;41,5
;WK085558;Witbrant;29,5;26,3;28,4
;WK085559;Bedrijventerrein Kraaiven;.;.;.
;WK085560;Bedrijventerrein Vossenberg;26,8;.;.
;WK085561;De Katsbogten;.;.;.
;WK085562;Buitengebied Tilburg Zuid-Oost;.;.;.
;WK085563;Buitengebied Tilburg Zuid-West;35,3;23,2;34,8
;WK085564;Buitengebied Tilburg Noord-Oost;26,6;34;31
;WK085565;Buitengebied Tilburg Noord-West;.;.;.
;WK085566;Berkel-Enschot;30,3;21;34,4
;WK085567;Udenhout;28,7;24,7;28,3
;WK085568;Biezenmortel;29,2;19,7;35,8
GM0858;Totaal;Valkenswaard;27,3;37,5;18,9
;WK085800;Wijk 00 Valkenswaard;27,4;41,8;17,5
;WK085801;Wijk 01 Kloosterakkers en Dommelen;26,9;27,6;21,2
;WK085802;Wijk 02 Borkel en Schaft;29,2;28,8;29,5
GM0861;Totaal;Veldhoven;29,7;31,1;24,5
;WK086100;Wijk 00 Veldhoven;28,2;35,2;20
;WK086101;Wijk 01 Noordelijk Woongebied;31,2;23,6;30,5
;WK086102;Wijk 02 Oerle;35,9;23,7;39,6
GM0865;Totaal;Vught;32,3;32,1;30,4
;WK086500;Wijk 00 Vught;37,9;30,1;37
;WK086501;Wijk 01 Vught-Zuid;27,2;36,5;22,4
;WK086502;Wijk 02 Cromvoirt;33,9;26,8;39,4
;WK086503;Wijk 03 Helvoirt;29,8;27,2;31,7
GM0866;Totaal;Waalre;33,5;26,2;32
;WK086600;Wijk 00 Waalre;33,5;26,2;32
GM0867;Totaal;Waalwijk;25,9;38;18,7
;WK086700;Wijk 00 Waalwijk;25,3;41,3;16,1
;WK086701;Wijk 01 Sprang-Capelle;26,8;32,4;22,7
;WK086702;Wijk 02 Waspik;26,5;31,2;24,8
GM0873;Totaal;Woensdrecht;26,6;33,5;20,8
;WK087300;Wijk 00 Hoogerheide en Woensdrecht;26,6;33,3;21,2
;WK087301;Wijk 01 Huijbergen;29,7;26,5;29,4
;WK087302;Wijk 02 Ossendrecht;26,8;31,7;21
;WK087303;Wijk 03 Putte;24,7;39,9;15,1
GM0879;Totaal;Zundert;26,8;33,2;24,3
;WK087900;Wijk 00 Zundert;25,3;37,4;18,4
;WK087901;Wijk 01 Klein - Zundert;30;20,2;40,9
;WK087902;Wijk 02 Wernhout;25,6;35,4;19,5
;WK087903;Wijk 03 Achtmaal;26,2;29,3;25,1
;WK087904;Wijk 04 Rijsbergen;28,3;31,5;28,9
GM0880;Totaal;Wormerland;28;33,2;24
;WK088000;Wijk 00 Wormer;27,3;35;22,2
;WK088001;Wijk 01 Wijdewormer;31,2;22,5;35,1
;WK088002;Wijk 02 Jisp;32,1;25,7;32,4
GM0882;Totaal;Landgraaf;25;42,1;13,8
;WK088200;Wijk 00 Schaesberg;25,1;41,5;13,2
;WK088201;Wijk 01 Nieuwenhagen;25,1;44,7;12,8
;WK088202;Wijk 02 Ubach over Worms;24,6;40,8;15,4
GM0888;Totaal;Beek;27,7;35,1;20,5
;WK088800;Wijk 00 Beek - Spaubeek;27,4;36,6;19,3
;WK088801;Wijk 01 Beek-Zuid;30;21,1;31,8
GM0889;Totaal;Beesel;24,6;36,6;17,1
;WK088900;Wijk 00 Reuver;23,7;38,3;15
;WK088901;Wijk 01 Beesel;28,4;28,7;26,5
GM0893;Totaal;Bergen (L.);24,9;33,9;19,7
;WK089301;Aijen;29,3;17,3;26,9
;WK089302;Oud-Bergen;28,1;23;25
;WK089303;Nieuw-Bergen;24,1;38,6;16,4
;WK089304;Afferden;25,3;32,1;22,9
;WK089305;Siebengewald;24,3;32,6;18,5
;WK089306;Well;24,9;32,5;20,3
;WK089307;Wellerlooi;26,1;28,3;25,8
GM0899;Totaal;Brunssum;23,9;46,1;11,3
;WK089901;Wijk 01 Brunssum-West;24,6;38,3;15,2
;WK089902;Wijk 02 Brunssum-Noord;22,3;55,1;7,7
;WK089903;Wijk 03 Brunssum-Oost;20,8;48,4;6,9
;WK089904;Wijk 04 Brunssum-Zuid;25,1;32,2;15,5
;WK089905;Wijk 05 Brunssum-Centrum;25,7;48;12
GM0907;Totaal;Gennep;25,7;34;19,9
;WK090700;Wijk 00 Milsbeek;28,4;24,5;26,8
;WK090701;Wijk 01 Ottersum;26,5;31;23,5
;WK090702;Wijk 02 Ven-Zelderheide;25,7;27,4;22,9
;WK090703;Wijk 03 Gennep;24,7;38,8;16,5
;WK090704;Wijk 04 Heijen;25,4;31;21,4
GM0917;Totaal;Heerlen;23,7;54,2;9,6
;WK091710;Wijk 10 Maria Gewanden en Terschuren;23,7;52,3;9,7
;WK091711;Wijk 11 Mariarade;24,3;43,9;12,1
;WK091712;Wijk 12 Hoensbroek-De Dem;20,7;64,8;5,4
;WK091713;Wijk 13 Nieuw Lotbroek;22,3;45,9;10,3
;WK091714;Wijk 14 De Koumen;27,4;43,7;12,7
;WK091720;Wijk 20 Vrieheide-De Stack;19,4;59,5;5,8
;WK091721;Wijk 21 Heerlerheide-Passart;19,5;65,7;4,2
;WK091722;Wijk 22 Heksenberg;23,1;43,2;9
;WK091723;Wijk 23 De Hei;.;.;.
;WK091724;Wijk 24 Rennemig-Beersdal;21,3;49,4;8,4
;WK091730;Wijk 30 Zeswegen-Nieuw Husken;21,1;49,5;8,5
;WK091731;Wijk 31 Schandelen-Grasbroek;22,4;60,5;6,9
;WK091732;Wijk 32 Meezenbroek-Schaesbergerveld;20,5;61,6;7,1
;WK091733;Wijk 33 Heerlen-Centrum;27,6;62,1;8
;WK091734;Wijk 34 Eikenderveld;21,7;63,9;3,4
;WK091735;Wijk 35 Woonboulevard-Ten Esschen;31,4;.;.
;WK091736;Wijk 36 Welten-Benzenrade;32,2;34,8;19,8
;WK091737;Wijk 37 Bekkerveld;29,5;44,6;17,7
;WK091738;Wijk 38 Caumerveld-Douve Weien;32,4;42,4;18,7
;WK091739;Wijk 39 Molenberg;22,3;59,4;10,9
;WK091740;Wijk 40 Heerlerbaan-Centrum;20,3;68,9;3,2
;WK091741;Wijk 41 Heerlerbaan-Schil;29,2;33,4;19,9
;WK091742;Wijk 42 De Beitel;.;.;.
GM0928;Totaal;Kerkrade;23,1;50,8;9,6
;WK092800;Wijk 00 Kerkrade-West;23;47,3;9,9
;WK092801;Wijk 01 Kerkrade-Oost;22,4;57,2;8,3
;WK092802;Wijk 02 Kerkrade-Noord;24,3;45,2;11,1
GM0935;Totaal;Maastricht;25,7;55,2;12,8
;WK093500;Wijk 00 Centrum;28,7;65,5;10,4
;WK093501;Wijk 01 Buitenwijk Zuidwest;39,7;30;33,8
;WK093502;Wijk 02 Buitenwijk West;21,8;58,8;8,7
;WK093503;Wijk 03 Buitenwijk Noordwest;23,3;55,3;9,3
;WK093504;Wijk 04 Buitenwijk Oost;24,7;56,2;13,1
;WK093505;Wijk 05 Buitenwijk Noordoost;25,9;40,5;14,5
;WK093506;Wijk 06 Buitenwijk Zuidoost;25,9;48,2;14
GM0938;Totaal;Meerssen;29,5;32;23,9
;WK093800;Wijk 00 Meerssen;27,8;41,1;18,4
;WK093801;Wijk 01 Ulestraten;29,9;24,6;26,1
;WK093802;Wijk 02 Bunde - Geulle;31;25,6;28,5
GM0944;Totaal;Mook en Middelaar;30,9;29,4;27,7
;WK094400;Wijk 00 Mook;31,1;30,3;27,4
;WK094401;Wijk 01 Middelaar;30,2;24,2;29,3
GM0946;Totaal;Nederweert;26,3;32,4;23,1
;WK094601;Wijk 01 Nederweert;26,3;35,8;21,4
;WK094602;Wijk 02 Budschop;27,2;30,6;22,6
;WK094603;Wijk 03 Ospel;25,7;29,3;25,4
;WK094604;Wijk 04 Nederweert-Eind;27,9;21,9;28
;WK094605;Wijk 05 Leveroy;25,6;33,3;22,2
GM0957;Totaal;Roermond;25,6;44,9;15
;WK095700;Wijk 00 Centrum;31,4;51;14,6
;WK095701;Wijk 01 Roermond-Oost;21,8;61,4;7,3
